query_id,query_text,y
357437,how to evict a tenant for rent only,0
209211,how big is london in miles,1
612280,what county is salton sea in,1
613728,what county is toledo ohio,1
944957,when do voluntary fasts begin,0
151857,directions how to turn a dresser into sink vanity,0
288935,"how many miles is between holyrood, ks and larned, ks",1
590112,what causes nail fungus,0
160927,do you need probate on joint accounts suncorp,0
422958,is safety harbor resort on ocean,1
543694,weather in cancun in august,1
868877,what kind of island is carterets island,1
897529,what state in chile is punta arenas in,1
977011,where is apg maryland,1
993928,where is tac camp alpine,1
171806,does stress cause memory loss,0
416662,is longisquamosa a species of pinctada,0
255179,how long does it take sperm to get to egg,0
280767,how many days are dark in iceland,1
1104790,where were bill cosby born,0
357669,how to extract the characters before and after a hyphen in excel,0
1165448,what are tortillions,0
719121,what is apple ticker symbol,0
898095,what state is yosemite in,1
602682,what county is aurora il in?,1
143361,"did audrey hepburn have a camp in lake placid, NY",1
345127,how to become a it auditor,0
812728,what is the cost of an llc in california,0
1008654,which district is jerome idaho in,1
687701,what is a iv burette used for,0
1008652,which district is ghent in norfolk,1
1026630,who did the voice for moana,0
607815,what county is johnstown co in,1
1163569,what county is telford pa in?,1
190074,foods to eat for healthy hair growth,0
14941,airport close to embassy suites by hilton chicago/naperville,1
824689,what is the highest altitude you will find rattlesnakes,1
340089,how stalkers choose their victims,0
1088220,weather in shreveport la in march,1
400702,is a promise a binding contract,0
605117,what county is dewey az in,1
763526,what is klonopin classified as,0
55530,border crosser card number,0
988187,where is monterosso italy,1
683728,what is a foot bunion,0
996995,where is the oregon health and science institute at,1
96497,"comstock, mi in what county",1
645112,what does pan pan pan mean in aviation,0
342784,how to add days to sysdate in obiee formula,0
589336,what causes leg pain in men,0
617180,what days to cruise ships dock in bermuda in july,1
996780,where is the navy seal museum,1
1173317,michaels hours of operation,0
1128996,in which county is beale afb,1
927001,what year did the microwave oven start to become for sale in stores,0
216835,how do diamonds lose value,0
989257,where is niko dude?,0
748021,what is floyd mayweather jr net worth,0
105255,cost of living in lviv ukraine,1
196466,grams of protein in chicken breast,0
546652,weather osceola in,1
989890,where is ottawa county ok,1
657747,what episode of heartland does ty and amy first kiss,0
411250,is glutaloemine good for colitis,0
439226,length of distance for a duel,0
404836,is bristol wi a town or village,1
886963,what pier does harmony of the seas leave from,1
669722,what hotels are close to the hampton inn in newark oh,1
14091,age requirement for senate,0
237639,how is the living cost in houston,1
1004110,where was the vulcanal located,1
310970,how much does a pool heater cost to run,0
274771,how many amps of electrical service,0
478170,population of s. korea,0
481735,primetime emmy youngest to win,0
218912,how do i prevent indigestion from coffee,0
351105,how to communicate to controller using bluetooth,0
521457,"time zone dhahran, saudi arabia",1
601881,what county covington ky?,1
1007782,which county am i in,1
995964,where is the hermitage plantation located?,1
836069,"what is the nearest airport to wanchese, nc?",1
523720,transfer license to georgia,0
614948,"what county is yulee, fl",1
543858,"weather in cornelius, north carolina fahrenheit",1
1156179,what is carrie's sister's name on homeland,0
273,+what is mitza,0
967321,where can I donate some fishing gear for local youths,1
98657,convert less format jpg,0
1121657,what are three types of predation,0
855311,what is the zip code of the raleigh-durham airport,1
992662,which type of software refers to the programs we use on a computer as part of everyday life?,0
987448,where is martinique,1
969518,where did the fauvists gained recognition for their outlandish color,0
505123,sugar is conducted through specialized cells known as,0
893519,what shopping is around the fountains in orlando fl,1
913466,what type of monument is the gateway arch in st. louis,1
262743,how long is a plane ride from missouri to germany,1
1075778,what is a cattle killer,0
975154,where does the word pumpernickel come from,0
607556,what county is in canyon lake is in what county,1
370540,how to measure jacket size,0
1016799,which pair of terms could apply to the same organism,0
1085346,what county is port carbon pa in,1
1163670,what county is poppy fields l,1
856431,what is today's weather in youngstown?,1
162878,does alka seltzer cause stomach bleeding,0
977805,where is baylor scott and white corporate located,1
891295,what restaurants are at city walk,1
744090,what is entered into a cell that is typically numeric and can be used for calculations,0
222933,how do you link your google+ business page to google maps,0
289508,how many minutes of video can a 64gb card hold,0
1041426,who is the president of chrysler corporation,0
121009,define energy of activation,0
606302,what county is gaffney in,1
1078780,what helps get rid of mucus,0
188222,fluid on the knee how often can have fluid removed,0
383710,how to travel from siliguri to thakurgaon,1
42100,average salary for air traffic controller,0
236880,how is it decided what part is east and west london,1
449237,meaning of sociology,0
998660,"where is liberty, nc",1
243718,how long cooking bacon in the oven,0
454352,minimum clear distance between rail stairs,1
524637,triangle inequality theorem definition,0
231916,how far is omni hotel from airport,1
323002,how much is standard pressure,0
232470,how far is the hotel iberostar to cancun mx,1
108865,cost to attend wssu,0
231898,how far is ny to cuba,1
609560,what county is mineral wells tx in?,1
374769,how to read easy home pregnancy test results,0
997757,where is the ssid located,0
512663,temperature of soil for germination of seeds indoors,0
834489,what is the name of a president whose son died of a fungus foot,0
478409,"population osseo, wi",1
991909,where is round lake beach,1
855194,what is the zip code for south st. paul minnesota,1
109205,"cost to clean house, florida",1
390835,iceland what language do they speak,0
458772,most popular network in denmark,0
1099742,house prices in livingston,1
260466,how long does your first trimester last,0
983947,where is hackensack?,1
350040,how to cite a textbook page in mla,0
188151,flra past practice definition,0
604088,"what county is centerville, mn in",1
904773,what time in denmark,1
357056,how to embroider cheerleading uniforms,0
592704,what causes the ocean currents,0
351036,how to color your hair syoss,0
905467,what time us un nyc,1
546654,weather outlook lake tahoe,1
389694,hyatt place the wharf,1
905899,what time zone is whistler,1
221743,how do you define presidential character,0
680799,what is a demand bank guarantee,0
961583,when was the last multinational defense treaty,0
793069,what is saffola,0
256621,how long does it take to get a loan for a house,0
217858,how do i do regression analysis in excel 2010,0
546128,weather in sydney australia in april,1
922702,what was the standard size luger in ww2,0
1004277,where was when the bough breaks filmed,0
1123156,"weather in peoria, arizona fahrenheit",1
1000033,where is wexford in the us,1
609416,"what county is middlefield, oh",1
610755,"what county is ontario, id in",1
980370,"where is columbia, tn",1
101266,cost for one day of parking at javits center,1
163987,does bread mold need moisture to grow,0
652791,what does the spanish word puerta mean?,0
987494,where is mattituck ri?,1
1054329,who was instrumental in the modern technology boom,0
785908,what is power rear liftgate,0
604704,what county is corryton tn,1
123290,define legal term civil commitment,0
304311,how much did lemmy drink,0
997112,where is the paraguay river located,1
1048482,who plays princess tiana,0
1106515,when does rowan graduate,0
984348,where is hematite va,1
997486,where is the saint charles surgical hospital,1
1163799,what county is long hill twp nj,1
1088703,weather forecast in march in dublin ireland,1
979611,where is celina texas,1
694363,what is a period policy,0
250592,how long does an acupuncture appointment take,0
637473,what does feeling flushed mean,0
984261,where is hbe airport,1
93916,coast to coast camping membership,0
832382,what is the medication famotidine,0
994462,where is the aquarium in dubai located,1
976853,where is ancient babylon today?,1
789935,what is reciprocal determinism,0
430853,is victoria falls safe for children,0
605328,what county is durham nc in,1
623303,what do hearts of palm taste like,0
1100755,euless texas is what county,1
606055,what county is fort monroe va,1
608461,what county is leakey texas in,1
431016,is vitiligo bumpy or smooth?,0
108828,cost to attend mount vernon nazarene university,0
937544,when did bob seger record the little drummer boy,0
213453,how did gene kelly get a scar on his face,0
984976,where is internet explorer history,0
684137,what is a function of the tonoplast,0
65884,can collagen help out with thinning of the skin,0
185507,fastest route up aconcagua,1
209115,how big is faro,1
979038,where is buxton nc,1
602078,"what county includes edgerton, ks",1
965174,where are clown triggerfish located,1
671152,what ingredients are in moose tracks ice cream,0
549770,what acts did the environmental movement get passed?,0
206374,hours and cost to visit babcock preserve,1
209085,how big is disney world in florida,1
272066,how long to run sprinkler on new grass seed,0
175464,dr phillips center - orlando,1
988224,where is montserrat volcano located,1
785319,what is polyurethane made from,0
218262,how do i get from icn to pus,1
231689,how far is mercury from earth?,1
1020350,which states use cap and trade,0
1082036,zip code for southridge blvd in memphis tn,1
1163957,what county is fairfield al in,1
1103529,who is joan of arc?,0
519027,the synthesis (s) phase is characterized by what,0
1025535,who created a code of laws for the babylonian,0
930962,what's the address of lakelands post office in florida,1
985709,where is kelvedon hall,1
808414,what is the best npk ratio for queen palm trees,0
1000769,where is zanzibar africa,1
748726,"what is fort benning, georgia's area code",1
523263,toyota executive ranch in texas,1
983740,where is greek peak ny,1
1017606,"which playwright is widely regarded as the most popular and influential playwright with works that include comedies, tragedies and historical plays?",0
44045,average size of strip mall retail space,0
869355,what kind of mesh is used for cystocele,0
997639,where is the silver city neighborhood in milwaukee wi,1
987753,where is metropolis in dc,1
1123141,"weather in punta banda, baja",1
976524,where is alaska's yukon territory?,1
255919,how long does it take to close on home,0
428862,is there an airport in miami,1
611795,what county is reading pa in,1
190205,foods to eat to stop avoiding yeast infections,0
511228,teen pregnancy rates by zip code,0
892761,what sears stores in ohio are closing,1
512978,temperature wildwood nj,1
884243,what paper scissors,0
275263,how many beats does each note get in music,0
309572,how much does a fridge handle cost,0
1026473,who did kris humphries marry,0
178365,effect of time crosslinking adsorption,0
55451,bookkeeper business academy cost,0
757642,what is impact of distributor timing,0
691354,what is a modular camshaft,0
522431,too many people in texas prisons,0
606272,what county is ft. lauderdale,1
1105742,where do most black people live in colorado,1
154602,"dna replication starting molecule, molecule produced, and purpose",0
1042185,who is the woman in the sweet caroline commercial,0
60627,calories in one cup baked sweet potato,0
545058,"weather in mechanicsville, va",1
984069,where is hampton roads surgery center,1
826503,what is the jets,0
538307,volume of blood pumped out of a ventricle with each heartbeat,0
992448,whiplash cast,0
1002211,where was dances with wolves filmed,1
973347,where does lauren myracle live,0
990729,where is podgorica airport,1
543824,weather in coffeeville alabama,1
596765,what climate zones does ohio have,1
715386,what is an inorganic analytical methods,0
931940,what's the fees on amazon to sell and policy,0
760909,what is iservice,0
231734,how far is milan italy from santa margherita italy,1
838293,what is the overall function of the trp operon?,0
607337,what county is hollister nc in,1
1037079,who is philippos,0
1022384,which universal remote works with vizio tv,0
890650,what region is brownsville isd,1
884324,what parish is alexandria la in,1
603549,what county is broken arrow oklahoma,1
619939,what did the colonies produce quizlet,0
626031,what do work egg albumin in human body,0
833727,what is the most fundamental goal of political parties?,0
1123382,weather in cocoa beach florida,1
1158599,what is a crossover claim,0
474460,phoenix to san diego mileage,1
850365,what is the temperature in waxhaw nc,1
607563,"what county is in linndale, ohio",1
55566,"born in watsonville, where can i pick up my birth certificate",1
1184402,disquiet definition,0
480732,price of homes in costa blanca,1
554323,what are  the products and resources in kansas,1
1033092,what is the region for merl luxembourg,1
292290,how many people does a gallon of wine serve,0
980133,where is cleburne county arkansas,1
951372,when is north shore farms opening in hauppauge,1
94470,coldplay la vida meaning,0
393940,"in what county is fruitland, fl",1
927052,what year did the pens come out?,0
855276,"what is the zip code in king,nc",1
984829,where is hydropolis located?,1
978006,where is bennington nh,1
603994,what county is carver mn in,1
495757,shingles how long before rash,0
976440,where is aiken,1
672560,what is CaO+CO2 in word,0
973343,where does lateral flexion occur,0
547112,weegy outlines are intended to,0
328773,how much to budget for an addition to a home in scarborough ontario,1
979069,where is cabo san lucas,1
119556,define corns,0
882731,what ocean is around bora bora,1
106010,cost of parking at john wayne airport,1
982717,where is floracliff nature preserve,1
120678,define dyskinesis,0
118558,define bromide,0
908769,what town is the mammoth caves in kentucky,1
68858,can i dye acrylic yarn,0
996094,where is the iberian peninsula located on a map,1
1168399,vw mall of ga,1
684308,what is a galley kitchen,0
1134109,hotel in gettysburg pa,1
986651,where is linus basket stardew valley,1
775347,what is nat firewall,0
836746,what is the normal pressure in an eyeball,0
401266,is a whale shark a whale or a shark,0
644001,what does nappa stand for,0
879611,what municipality is brookline in,1
230622,how far is bohemia fl to pensacola fl,1
607369,"what county is homerville, ohio",1
981790,where is durham me,1
932031,what's the geography of greece,0
1092748,mge contact number,0
992701,where is shadows of evil zombie map located,1
1027891,who founded inst,0
414001,is it necessary to balance motorcycle tires,0
688129,what is a key power of the fed,0
743,180 lbs in kg,0
933395,what's the weather for lagro indiana,1
676155,what is a camisole,0
807060,what is the average salary of a land surveyor,0
988150,where is monroe wi?,1
1120773,adze definition,0
77429,can you find oil in africa?,1
841973,what is the purpose of a knock sensor,0
904959,"what time is it in fort myers beach, florida",1
656649,what effect does marijuana have on the brain,0
104807,cost of installing electric for pond,0
243994,how long did you stay on autoimmune protocol,0
1054440,what is grenadine in drinks,0
880450,what nascar team does geico sponsor,0
1099732,houston area,1
153744,distance from washington dc to los angeles,1
393291,in califoria can a person have a daycare in an apartment,1
